Label,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,21,male,bachelor,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,22,male,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,23,female,master,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,24,male,bachelor,NJ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,25,female,master,WA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
8,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,26,female,master,NJ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,27,female,bachelor,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,28,female,bachelor,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,29,male,master,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,30,female,master,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,31,male,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,32,female,bachelor,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,33,male,master,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,34,male,master,UT,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,35,male,master,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,36,female,master,UT,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,37,male,bachelor,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,38,female,bachelor,NJ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
7,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,39,male,master,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,40,male,bachelor,CA,Product Engineer,CAD/CAM
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,41,male,bachelor,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,42,male,master,GA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,43,male,master,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,44,male,bachelor,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,45,male,bachelor,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,46,female,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,47,male,master,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,48,male,bachelor,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,49,female,bachelor,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,50,female,bachelor,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,51,male,master,UT,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,52,female,bachelor,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,53,female,bachelor,NY,Product Engineer,CAD/CAM
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,54,female,bachelor,TX,Product Engineer,CAD/CAM
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,55,male,bachelor,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,56,female,master,WA,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,57,male,bachelor,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,58,female,master,CA,Product Engineer,CAD/CAM
1,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,59,female,master,UT,Product Engineer,CAD/CAM
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,60,female,bachelor,CA,Product Engineer,CAD/CAM
0,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,61,male,bachelor,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,62,male,bachelor,UT,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,63,male,master,TX,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,64,female,bachelor,NJ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,65,female,bachelor,NJ,Product Engineer,CAD/CAM
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,66,male,bachelor,NJ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,67,male,master,WA,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,68,male,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,69,male,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,70,female,bachelor,GA,Product Engineer,CAD/CAM
8,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,71,female,master,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
1,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,72,male,bachelor,AZ,Product Engineer,CAD/CAM
0,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,73,male,bachelor,GA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,74,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,75,male,master,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
8,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,76,female,bachelor,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,77,female,master,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,78,male,bachelor,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,79,male,bachelor,AZ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,80,male,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,81,female,bachelor,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,82,female,master,CA,Product Engineer,CAD/CAM
1,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,83,male,master,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
5,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,84,female,bachelor,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
1,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,85,female,bachelor,AZ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
7,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,86,male,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
5,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,87,male,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,88,male,bachelor,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,89,female,master,NY,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
4,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,90,female,bachelor,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,91,female,bachelor,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,92,male,master,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
5,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,93,female,master,CA,Product Engineer,CAD/CAM
9,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,94,female,master,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
7,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,95,male,bachelor,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
10,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,96,female,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,97,male,master,NJ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,98,female,bachelor,GA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,48,female,highschool,GA,IaaS/Operating System/Linux/C/C/,99,male,bachelor,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,0,male,bachelor,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
7,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,1,female,master,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,2,male,bachelor,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
9,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,3,female,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
6,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,4,female,bachelor,TX,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,5,female,master,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,6,female,master,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,7,male,bachelor,NY,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,8,female,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,9,male,bachelor,CA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,10,male,bachelor,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
6,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,11,male,bachelor,GA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,12,female,bachelor,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,13,male,bachelor,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
7,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,14,male,master,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,15,female,master,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
8,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,16,female,master,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,17,male,master,UT,Product Engineer,CAD/CAM
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,18,female,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,19,male,bachelor,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,20,male,bachelor,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,21,male,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
1,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,22,female,master,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,23,male,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,24,male,master,WA,Mobile Software Engineer,Java/C#/Objective-C/Swift
8,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,25,male,master,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
10,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,26,male,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,27,male,bachelor,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,28,male,master,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
7,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,29,female,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
10,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,30,male,bachelor,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,31,male,master,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
8,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,32,male,master,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,33,female,master,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,34,male,master,UT,Product Engineer,CAD/CAM
6,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,35,female,master,NY,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
1,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,36,female,bachelor,UT,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
6,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,37,male,bachelor,GA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,38,male,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,39,female,master,GA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,40,female,bachelor,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,41,male,bachelor,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,42,male,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,43,female,bachelor,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,44,female,master,AZ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,45,male,bachelor,AZ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,46,male,master,TX,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,47,female,bachelor,WA,Product Engineer,CAD/CAM
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,48,female,bachelor,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,49,male,master,TX,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,50,female,master,TX,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,51,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
8,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,52,male,master,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,53,female,bachelor,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,54,female,master,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,55,male,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,56,female,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,57,male,bachelor,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,58,female,master,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,59,female,bachelor,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,60,female,master,GA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
7,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,61,male,bachelor,NJ,Product Engineer,CAD/CAM
6,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,62,female,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,63,female,bachelor,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,64,male,master,WA,Product Engineer,CAD/CAM
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,65,male,master,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,66,female,bachelor,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
4,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,67,female,master,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,68,female,master,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
8,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,69,male,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,49,female,bachelor,WA,GraphQL/Bootstrap/Linux/Linux/jQuery/,70,female,bachelor,WA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
